name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67485 - HX, #1 MAC 1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67486 - HX, #1MAC 2ND STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67487 - HX, #1 MAC 3RD STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67488 - HX, #2 MAC 1ST STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67489 - HX, #2 MAC 2ND STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67490 - HX, #2 MAC 3RD STAGE INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
UPS – Major Maintenance,Schedule,"67491 - UPS, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0547-09
BATTERY REPLACEMENT,Schedule,"67491 - UPS, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-032-09
UPS – Routine Maintenance,Schedule,"67491 - UPS, #1",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0545-09
UPS – Periodic Maintenance,Schedule,"67491 - UPS, #1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0546-09
UPS – Major Maintenance,Schedule,"67492 - UPS, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0547-09
UPS – Periodic Maintenance,Schedule,"67492 - UPS, #2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0546-09
UPS – Routine Maintenance,Schedule,"67492 - UPS, #2",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0545-09
BATTERY REPLACEMENT,Schedule,"67492 - UPS, #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-032-09
Switchgear Batteries – Periodic Maintenance,Schedule,"67493 - BATTERY, 24 V DIESEL GENERATOR",Fortnight,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0551-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67505 - ANALYZER, AE8 TRACE N2 IN REFINED AR.",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67506 - ANALYZER, QAAE6, TRACE N2 IN ARGON",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Motors, Random Wound – Major Maintenance",Schedule,"67507 - MOTOR, WHEEL WASH PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67507 - MOTOR, WHEEL WASH PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Cooling Tower Spray Nozzle Inspection,Schedule,67508 - COOLING TOWER,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-049-09
Cooling Tower Water Pressure Transmitter impulse tube flushing.,Schedule,67508 - COOLING TOWER,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-014-09
CLEAN WATER INTAKE SCREENS,Schedule,67508 - COOLING TOWER,Monthly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-003-09
Cooling Tower - Structure Inspection,Schedule,67508 - COOLING TOWER,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0001-09
Switchgear Batteries – Periodic Maintenance,Schedule,"67509 - BATTERY, 110 V BACKUP (PLNT2)",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0551-09
Switchgear Batteries – Major Maintenance,Schedule,"67509 - BATTERY, 110 V BACKUP (PLNT2)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0552-09
Rolling Element Bearing Regreasing Route,Schedule,"67511 - MOTOR, FIREWATER MAIN PUMP",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Major Maintenance",Schedule,"67511 - MOTOR, FIREWATER MAIN PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67511 - MOTOR, FIREWATER MAIN PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Rolling Element Bearing Regreasing Route,Schedule,"67512 - MOTOR, FIREWATER EMERGENCY PUMP",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67512 - MOTOR, FIREWATER EMERGENCY PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67512 - MOTOR, FIREWATER EMERGENCY PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
KMAC - Visual Inspection (Probe and Main Regulator),Schedule,"67513 - KMAC, ARGON PRODUCT PIPELINE",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0882-09
KMAC - LTPP Probe Replacement,Schedule,"67513 - KMAC, ARGON PRODUCT PIPELINE",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0881-09
Generator – Major Maintenance,Schedule,"67514 - GENERATOR, EMERGENCY DG 650KVA",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0593-09
Generator – Periodic Maintenance,Schedule,"67514 - GENERATOR, EMERGENCY DG 650KVA",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0592-09
TRIAL RUN OF DG ON LOAD,Schedule,"67514 - GENERATOR, EMERGENCY DG 650KVA",Weekly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-024-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67515 - PUMP, #1  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
Water Pumps inspection and overhauling,Schedule,"67515 - PUMP, #1  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
General Service Coupling Inspection,Schedule,"67515 - PUMP, #1  CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
General Service Coupling Inspection,Schedule,"67516 - PUMP, #2 CHILLED WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67516 - PUMP, #2 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
Water Pumps inspection and overhauling,Schedule,"67516 - PUMP, #2 CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
General Service Coupling Inspection,Schedule,"67517 - PUMP, #1 MAKE UP WATER BOOSTER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Water Pumps inspection and overhauling,Schedule,"67517 - PUMP, #1 MAKE UP WATER BOOSTER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67517 - PUMP, #1 MAKE UP WATER BOOSTER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
General Service Coupling Inspection,Schedule,"67518 - PUMP, #2 MAKE UP WATER BOOSTER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Water Pumps inspection and overhauling,Schedule,"67518 - PUMP, #2 MAKE UP WATER BOOSTER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67518 - PUMP, #2 MAKE UP WATER BOOSTER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
General Service Coupling Inspection,Schedule,"67519 - PUMP, FIREWATER MAIN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
ANNUAL INSPECTION OF FIREWATER EQUIPMENT,Schedule,"67519 - PUMP, FIREWATER MAIN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,ACMS-7035-09
ANNUAL INSPECTION OF FIREWATER EQUIPMENT,Schedule,"67520 - PUMP, FIREWATER EMERGENCY",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,ACMS-7035-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67520 - PUMP, FIREWATER EMERGENCY",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
General Service Coupling Inspection,Schedule,"67520 - PUMP, FIREWATER EMERGENCY",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
General Service Coupling Inspection,Schedule,"67521 - PUMP, #1, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Discharge Check Valve Inspection,Schedule,"67521 - PUMP, #1, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67521 - PUMP, #1, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
Water Pumps inspection and overhauling,Schedule,"67522 - PUMP, #2, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Discharge Check Valve Inspection,Schedule,"67522 - PUMP, #2, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
General Service Coupling Inspection,Schedule,"67522 - PUMP, #2, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67522 - PUMP, #2, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
Oil Change - machinery with less than 20 gallon sump,Schedule,"67523 - PUMP, #3, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0278-09
Water Pumps inspection and overhauling,Schedule,"67523 - PUMP, #3, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
Discharge Check Valve Inspection,Schedule,"67523 - PUMP, #3, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
General Service Coupling Inspection,Schedule,"67523 - PUMP, #3, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
"Motors, Random Wound – Major Maintenance",Schedule,"67524 - MOTOR, #1, COOLING TOWER FAN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Rolling Element Bearing Regreasing Route,Schedule,"67524 - MOTOR, #1, COOLING TOWER FAN",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67524 - MOTOR, #1, COOLING TOWER FAN",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67525 - MOTOR, #2, COOLING TOWER FAN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67525 - MOTOR, #2, COOLING TOWER FAN",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Rolling Element Bearing Regreasing Route,Schedule,"67525 - MOTOR, #2, COOLING TOWER FAN",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67526 - MOTOR, #3, COOLING TOWER FAN",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Rolling Element Bearing Regreasing Route,Schedule,"67526 - MOTOR, #3, COOLING TOWER FAN",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Major Maintenance",Schedule,"67526 - MOTOR, #3, COOLING TOWER FAN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67527 - MOTOR, #4, COOLING TOWER FAN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Rolling Element Bearing Regreasing Route,Schedule,"67527 - MOTOR, #4, COOLING TOWER FAN",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67527 - MOTOR, #4, COOLING TOWER FAN",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67528 - MOTOR, N2 BACKUP PUMP#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67528 - MOTOR, N2 BACKUP PUMP#1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Rolling Element Bearing Regreasing Route,Schedule,"67528 - MOTOR, N2 BACKUP PUMP#1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
Rolling Element Bearing Regreasing Route,Schedule,"67529 - MOTOR, N2 BACKUP PUMP#2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67529 - MOTOR, N2 BACKUP PUMP#2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67529 - MOTOR, N2 BACKUP PUMP#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
MCC – Major Maintenance,Schedule,"67531 - MCC, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"67531 - MCC, #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Automatic or Manual Transfer Switches – Major Maintenance,Schedule,"67532 - MCC, #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0542-09
MCC – Major Maintenance,Schedule,"67532 - MCC, #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0541-09
Protective Relay – Major Calibration,Schedule,"67532 - MCC, #3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
OSS: Calibration of CSS Analyzers,Schedule,"67533 - ANALYZER, AE14, OXYGEN AND LEL PAM",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
OSS: Calibration of CSS Analyzers,Schedule,"67534 - ANALYZER,AE 14A,QA PANEL PAM",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
"Transformer, Dry Type – Periodic Maintenance",Schedule,"67535 - TRANSFORMER, 11KV/8.8-9.9 KV, 38000KVA AT-01",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0574-09
Transformer – Major Maintenance,Schedule,"67535 - TRANSFORMER, 11KV/8.8-9.9 KV, 38000KVA AT-01",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
Lube Oil Accumulator Test,Schedule,"67536 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0235-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"67536 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-002-09
Discharge Check Valve Inspection,Schedule,"67536 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Turbine - Trip Valve Inspection,Schedule,"67536 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0034-09
Perform overspeed trip test,Schedule,"67536 - TURBINE,  LOWER COLUMN",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-084-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67541 - ANALYZER, AE1 PRODUCT O2 PURITY",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67542 - ANALYZER, AE4 O2 CONTENT IN CRUDE AR FEED",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
OSS: Calibration of CSS Analyzers,Schedule,"67543 - ANALYZER, AE12A, CO2 AFTER PP BED",Fortnight,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
OSS: Calibration of CSS Analyzers,Schedule,"67544 - ANALYZER, AE12B, CO2 IN MAIN CONDENSER",Fortnight,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67545 - ANALYZER, QAAE1, OXYGEN ANALYSER",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67546 - BREAKER, 33KV  UNIT 1, INCOMER 2 FROM TATA",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67546 - BREAKER, 33KV  UNIT 1, INCOMER 2 FROM TATA",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67547 - BREAKER, 33KV  UNIT 3, FEED TO 33/11 KV TRF No 2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67547 - BREAKER, 33KV  UNIT 3, FEED TO 33/11 KV TRF No 2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67548 - BREAKER, 33KV  UNIT 4, BUS COUPLER",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67548 - BREAKER, 33KV  UNIT 4, BUS COUPLER",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67549 - BREAKER, 33KV  UNIT 6, FEED TO 33/11 KV TRF No 1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67549 - BREAKER, 33KV  UNIT 6, FEED TO 33/11 KV TRF No 1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67550 - BREAKER, 33KV  UNIT 7, INCOMER 1 FROM TATA",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67550 - BREAKER, 33KV  UNIT 7, INCOMER 1 FROM TATA",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"67551 - MOTOR, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"67551 - MOTOR, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67551 - MOTOR, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"67552 - MOTOR, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
"Motors, Form Wound – Periodic Partial Discharge Analysis",Schedule,"67552 - MOTOR, HPMNC#2",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0582-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67552 - MOTOR, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"67552 - MOTOR, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67553 - MOTOR, MAIN NITROGEN COMPR., MP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"67553 - MOTOR, MAIN NITROGEN COMPR., MP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"67553 - MOTOR, MAIN NITROGEN COMPR., MP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"67554 - MOTOR, #1, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67554 - MOTOR, #1, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"67554 - MOTOR, #1, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
"Motors, Form Wound Induction – Major Maintenance",Schedule,"67555 - MOTOR, #2, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0584-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67555 - MOTOR, #2, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Induction – Periodic Maintenance",Schedule,"67555 - MOTOR, #2, BOOSTER OXYGEN COMPR.",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0583-09
"Motors, Random Wound – Major Maintenance",Schedule,"67556 - MOTOR, MNC AOP,MP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
AOP Vibration to be taken during SD and Opportunity,Schedule,"67556 - MOTOR, MNC AOP,MP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-002-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67556 - MOTOR, MNC AOP,MP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67557 - MOTOR, TURBINE LOP#1",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67557 - MOTOR, TURBINE LOP#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67558 - MOTOR, TURBINE LOP#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67558 - MOTOR, TURBINE LOP#2",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67559 - MOTOR,AUX. OIL, HPMNC#1",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67559 - MOTOR,AUX. OIL, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67560 - MOTOR, AUX. OIL, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67560 - MOTOR, AUX. OIL, HPMNC#2",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Main Oil Pump Coupling Inspection,Schedule,"67561 - PUMP, MAC#1 MAIN OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
